Variable,Importance,token
tfidf_Nachricht_beider,0.3404321991782847,beider
tfidf_Nachricht_untersucht,0.34036717491312424,untersucht
tfidf_Nachricht_aktionen,0.3400333304742121,aktionen
tfidf_Nachricht_beeinträchtigte,0.33678855920102524,beeinträchtigte
tfidf_Nachricht_entscheidungsfindung,0.33305533534252557,entscheidungsfindung
tfidf_Nachricht_unbefugte,0.33217473425158917,unbefugte
tfidf_Nachricht_entsprechen,0.33206873503313816,entsprechen
tfidf_Nachricht_e,0.33071905223855613,e
tfidf_Nachricht_geprüft,0.3305331835509279,geprüft
tfidf_Nachricht_bereit,0.33037322131843516,bereit
tfidf_Nachricht_schlage,0.32979873711479557,schlage
tfidf_Nachricht_softwarefehler,0.3296158333502608,softwarefehler
tfidf_Nachricht_sicherstellung,0.32937297895997175,sicherstellung
tfidf_Nachricht_gerät,0.3282270810542936,gerät
tfidf_Nachricht_erfolgreicher,0.32636909217751225,erfolgreicher
tfidf_Nachricht_problemlösung,0.32383940519552745,problemlösung
tfidf_Nachricht_preis,0.32352732327032846,preis
tfidf_Nachricht_ebenfalls,0.3230296066542146,ebenfalls
tfidf_Nachricht_zusätzliche,0.3223085110840445,zusätzliche
tfidf_Nachricht_projekte,0.321637693331214,projekte
tfidf_Nachricht_arten,0.3208690792720724,arten
tfidf_Nachricht_bestehende,0.3206090285955151,bestehende
tfidf_Nachricht_qualität,0.31998129568330386,qualität
tfidf_Nachricht_fehlerbehebungsmaßnahmen,0.3194461360158386,fehlerbehebungsmaßnahmen
tfidf_Nachricht_zusammenarbeit,0.31933840484500364,zusammenarbeit
tfidf_Nachricht_optimieren,0.3180325421214191,optimieren
tfidf_Nachricht_fundierte,0.3177640725951869,fundierte
tfidf_Nachricht_unserer,0.3157001524011986,unserer
tfidf_Nachricht_systemneustarts,0.31498010312791846,systemneustarts
tfidf_Nachricht_programm,0.31483306571042974,programm
tfidf_Nachricht_vorfalls,0.314709896529044,vorfalls
tfidf_Nachricht_erstellung,0.3144234545390818,erstellung
tfidf_Nachricht_kunden,0.3141015938507012,kunden
tfidf_Nachricht_möglicher,0.3130071286993052,möglicher
tfidf_Nachricht_seit,0.3124389936123183,seit
tfidf_Nachricht_neuinstallation,0.3102186754285021,neuinstallation
tfidf_Nachricht_tool,0.3100176963871022,tool
tfidf_Nachricht_unerwartete,0.30946206717021724,unerwartete
tfidf_Nachricht_lieber,0.3087042362286212,lieber
tfidf_Nachricht_dienste,0.3080820681475509,dienste
tfidf_Nachricht_anweisungen,0.30725181939134294,anweisungen
tfidf_Nachricht_datenschutzverletzung,0.3071026481897743,datenschutzverletzung
tfidf_Nachricht_hinweise,0.3058291604507426,hinweise
tfidf_Nachricht_plattform,0.3057276041041762,plattform
tfidf_Nachricht_apis,0.3038370271000067,apis
tfidf_Nachricht_erfüllen,0.30219455928839883,erfüllen
tfidf_Nachricht_unerwartet,0.30200176302591536,unerwartet
tfidf_Nachricht_herausforderungen,0.30149489412010655,herausforderungen
tfidf_Nachricht_ungenaue,0.3005098569012049,ungenaue
tfidf_Nachricht_gern,0.30036057863218957,gern
tfidf_Nachricht_verkaufszahlen,0.29978808686162667,verkaufszahlen
tfidf_Nachricht_verletzungen,0.29966358788206526,verletzungen
tfidf_Nachricht_problemen,0.29941318713970133,problemen
tfidf_Nachricht_liebe,0.29884720547855975,liebe
tfidf_Nachricht_kompatibilität,0.2973457232117339,kompatibilität
tfidf_Nachricht_sicherzustellen,0.29600303412091405,sicherzustellen
tfidf_Nachricht_preise,0.29544066381869655,preise
tfidf_Nachricht_erfolgreiche,0.29542508768939935,erfolgreiche
tfidf_Nachricht_beiden,0.29378007440270676,beiden
tfidf_Nachricht_treiber,0.2933638161371361,treiber
tfidf_Nachricht_art,0.29327033023161664,art
tfidf_Nachricht_suche,0.2930960188197106,suche
tfidf_Nachricht_standards,0.29020854598264395,standards
tfidf_Nachricht_sicherheitsverstoß,0.29019868657249687,sicherheitsverstoß
tfidf_Nachricht_teilen,0.28874833343530976,teilen
tfidf_Nachricht_verwaltung,0.2887382946654227,verwaltung
tfidf_Nachricht_verstoßes,0.2884046922302259,verstoßes
tfidf_Nachricht_browser,0.28706474613447036,browser
tfidf_Nachricht_benutzeroberfläche,0.2859583853895292,benutzeroberfläche
tfidf_Nachricht_bitten,0.28542187917205025,bitten
tfidf_Nachricht_umfasste,0.2852818047722494,umfasste
tfidf_Nachricht_relevanter,0.2839224335836152,relevanter
tfidf_Nachricht_sicherheitsmaßnahmen,0.28378344125226873,sicherheitsmaßnahmen
tfidf_Nachricht_speziell,0.2835186908461255,speziell
tfidf_Nachricht_geändert,0.2835114320842563,geändert
tfidf_Nachricht_nahtlose,0.2830560022609261,nahtlose
tfidf_Nachricht_fehlende,0.2830553950252315,fehlende
tfidf_Nachricht_schaden,0.28264477775859814,schaden
tfidf_Nachricht_umgehend,0.28241826882509574,umgehend
tfidf_Nachricht_sicherheitsprotokolle,0.2815759590687272,sicherheitsprotokolle
tfidf_Nachricht_netzwerk,0.28138589475657955,netzwerk
tfidf_Nachricht_ausmaß,0.2810765146407724,ausmaß
tfidf_Nachricht_betreffen,0.28032556957522137,betreffen
tfidf_Nachricht_rabatten,0.279859286652395,rabatten
tfidf_Nachricht_anbietet,0.279219006065571,anbietet
tfidf_Nachricht_techniken,0.27918054839469625,techniken
tfidf_Nachricht_markenbekanntheit,0.2791078998447002,markenbekanntheit
tfidf_Nachricht_vorteil,0.2789255330214204,vorteil
tfidf_Nachricht_erlitten,0.27892137409209683,erlitten
tfidf_Nachricht_sicherheitslösungen,0.2786457360940368,sicherheitslösungen
tfidf_Nachricht_einstieg,0.27824367370506387,einstieg
tfidf_Nachricht_entschuldigen,0.2781825052473162,entschuldigen
tfidf_Nachricht_funktionalitäten,0.2779853085314471,funktionalitäten
tfidf_Nachricht_infolge,0.2771951002594011,infolge
tfidf_Nachricht_erfragen,0.2766052738280623,erfragen
tfidf_Nachricht_softwareaktualisierungen,0.273897364423603,softwareaktualisierungen
tfidf_Nachricht_kundenbindung,0.27380248457801293,kundenbindung
tfidf_Nachricht_falschen,0.2732427750675961,falschen
tfidf_Nachricht_marke,0.27278364400086413,marke
tfidf_Nachricht_identifizierung,0.27253285669297567,identifizierung
tfidf_Nachricht_anfordern,0.2718762839623268,anfordern
tfidf_Nachricht_skalierbaren,0.2717045697185886,skalierbaren
tfidf_Nachricht_systemscans,0.2715053913909476,systemscans
tfidf_Nachricht_analysieren,0.2714886803867903,analysieren
tfidf_Nachricht_aktuellen,0.27133899916966114,aktuellen
tfidf_Nachricht_besser,0.2713228397155999,besser
tfidf_Nachricht_derzeitige,0.27125947317281884,derzeitige
tfidf_Nachricht_patientendaten,0.2712271130969382,patientendaten
tfidf_Nachricht_optionen,0.2703273174170191,optionen
tfidf_Nachricht_zugriffsprotokolle,0.27018834306212514,zugriffsprotokolle
tfidf_Nachricht_meinung,0.2696940690550556,meinung
tfidf_Nachricht_marketingstrategien,0.269445934449514,marketingstrategien
tfidf_Nachricht_zielgruppe,0.26931781722941023,zielgruppe
tfidf_Nachricht_entscheidender,0.26914481187359096,entscheidender
tfidf_Nachricht_systemupdates,0.268801811559892,systemupdates
tfidf_Nachricht_kontaktiert,0.2687391679441137,kontaktiert
tfidf_Nachricht_einsatz,0.2685301279305139,einsatz
tfidf_Nachricht_dahinterstecken,0.2679949740866205,dahinterstecken
tfidf_Nachricht_finden,0.2675865129911314,finden
tfidf_Nachricht_fragen,0.26718831502629836,fragen
tfidf_Nachricht_eingesetzt,0.26716361693519974,eingesetzt
tfidf_Nachricht_onlinepräsenz,0.26714819807627194,onlinepräsenz
tfidf_Nachricht_planen,0.266791058518221,planen
tfidf_Nachricht_führt,0.26581830160985465,führt
tfidf_Nachricht_netzwerkprobleme,0.26578913820298294,netzwerkprobleme
tfidf_Nachricht_registriert,0.2655691638865155,registriert
tfidf_Nachricht_methoden,0.265118465788355,methoden
tfidf_Nachricht_verzögerte,0.2647071570493235,verzögerte
tfidf_Nachricht_abstürze,0.2644867498760136,abstürze
tfidf_Nachricht_identifiziert,0.2639517210362111,identifiziert
tfidf_Nachricht_aktualisierung,0.2636447514877333,aktualisierung
tfidf_Nachricht_database,0.26341179451343794,database
tfidf_Nachricht_vulnerabilitäten,0.2633077941781394,vulnerabilitäten
tfidf_Nachricht_überprüfungen,0.26327267239655067,überprüfungen
tfidf_Nachricht_prozess,0.2631329300538562,prozess
tfidf_Nachricht_fehlermeldungen,0.2629260714601769,fehlermeldungen
tfidf_Nachricht_liegen,0.2615165685213733,liegen
tfidf_Nachricht_verschlüsselungsverfahren,0.2612394524151182,verschlüsselungsverfahren
tfidf_Nachricht_gesundheitsdienstleisters,0.26114490566841275,gesundheitsdienstleisters
tfidf_Nachricht_falsch,0.2607650917103065,falsch
tfidf_Nachricht_zugriffs,0.2596097560525886,zugriffs
tfidf_Nachricht_entscheidend,0.25828932152226125,entscheidend
tfidf_Nachricht_unternehmen,0.2581347199815009,unternehmen
tfidf_Nachricht_kam,0.2575499334142605,kam
tfidf_Nachricht_kampagne,0.25733573984392627,kampagne
tfidf_Nachricht_spezielle,0.2566240624220885,spezielle
tfidf_Nachricht_abgestürzt,0.2562099105165159,abgestürzt
tfidf_Nachricht_update,0.25578313387676876,update
tfidf_Nachricht_anbieten,0.2557095733356673,anbieten
tfidf_Nachricht_etwaigen,0.2556813667965475,etwaigen
tfidf_Nachricht_verstoß,0.25515061711681253,verstoß
tfidf_Nachricht_rapidminer,0.2544475762805432,rapidminer
tfidf_Nachricht_autorisierter,0.2537700693147249,autorisierter
tfidf_Nachricht_rechnungsstellungsoptionen,0.2535920618805186,rechnungsstellungsoptionen
tfidf_Nachricht_sicherstellen,0.2532095050908408,sicherstellen
tfidf_Nachricht_wären,0.2521576659433772,wären
tfidf_Nachricht_geräten,0.25187470025698794,geräten
tfidf_Nachricht_durchgeführten,0.2516621237336667,durchgeführten
tfidf_Nachricht_nützlich,0.2513239905482037,nützlich
tfidf_Nachricht_überzeugt,0.2513177644305042,überzeugt
tfidf_Nachricht_weitergehende,0.25105078649394796,weitergehende
tfidf_Nachricht_freundlichen,0.2510240313207732,freundlichen
tfidf_Nachricht_kritische,0.2506005796269563,kritische
tfidf_Nachricht_vorübergehende,0.2503654108057715,vorübergehende
tfidf_Nachricht_implementieren,0.25018449427280726,implementieren
tfidf_Nachricht_bezüglich,0.24992837448904437,bezüglich
tfidf_Nachricht_arbeitsablauf,0.24972993802898236,arbeitsablauf
tfidf_Nachricht_projektmanagementplattform,0.24961311865509106,projektmanagementplattform
tfidf_Nachricht_management,0.24876609802453187,management
tfidf_Nachricht_anwendung,0.24872099183751306,anwendung
tfidf_Nachricht_systemfehler,0.24712055416055045,systemfehler
tfidf_Nachricht_zeitplan,0.24690390236649284,zeitplan
tfidf_Nachricht_wettbewerbsfähig,0.24603436840649515,wettbewerbsfähig
tfidf_Nachricht_zeigt,0.2458046857796123,zeigt
tfidf_Nachricht_vertraulicher,0.24568555372860773,vertraulicher
tfidf_Nachricht_fortschrittlicher,0.2455716715893632,fortschrittlicher
tfidf_Nachricht_verwalten,0.24532136630808418,verwalten
tfidf_Nachricht_sap,0.2451640895566885,sap
tfidf_Nachricht_begrenzen,0.24480653323157822,begrenzen
tfidf_Nachricht_hinblick,0.24404324125704624,hinblick
tfidf_Nachricht_verdächtige,0.24378160123214349,verdächtige
tfidf_Nachricht_projektmanagementfähigkeiten,0.24376440414028502,projektmanagementfähigkeiten
tfidf_Nachricht_troubleshooting,0.24370399705013915,troubleshooting
tfidf_Nachricht_unstimmigkeiten,0.2435084297588185,unstimmigkeiten
tfidf_Nachricht_zahlungsmöglichkeiten,0.24298816254299435,zahlungsmöglichkeiten
tfidf_Nachricht_grüßen,0.24243763786291062,grüßen
tfidf_Nachricht_resultate,0.24236183514971435,resultate
tfidf_Nachricht_erster,0.24235836557426138,erster
tfidf_Nachricht_unterbrechung,0.24189838295255414,unterbrechung
tfidf_Nachricht_grundlegende,0.2408731653452528,grundlegende
tfidf_Nachricht_müssen,0.24052630373908504,müssen
tfidf_Nachricht_softwarekonflikten,0.23918889971806606,softwarekonflikten
tfidf_Nachricht_scans,0.238901417428047,scans
tfidf_Nachricht_grund,0.23844417745642796,grund
tfidf_Nachricht_kennen,0.23837992877250372,kennen
tfidf_Nachricht_workflow,0.2380215477048547,workflow
tfidf_Nachricht_netzwerkunstabilität,0.23770663819925517,netzwerkunstabilität
tfidf_Nachricht_hallo,0.2374917502552305,hallo
tfidf_Nachricht_letzte,0.23714971604591273,letzte
tfidf_Nachricht_dateneingaben,0.2370919458552844,dateneingaben
tfidf_Nachricht_api,0.23705892805524514,api
tfidf_Nachricht_bedürfnisse,0.23669270383253116,bedürfnisse
tfidf_Nachricht_außerdem,0.2366795236132732,außerdem
tfidf_Nachricht_wertvolle,0.23648323045595043,wertvolle
tfidf_Nachricht_gesundheitswesen,0.23612379222257096,gesundheitswesen
tfidf_Nachricht_gelöscht,0.2360047993973658,gelöscht
tfidf_Nachricht_großer,0.23596432784428714,großer
tfidf_Nachricht_befürchten,0.23509061897752667,befürchten
tfidf_Nachricht_setup,0.23505744187675764,setup
tfidf_Nachricht_immer,0.23396753856124686,immer
tfidf_Nachricht_eventuellen,0.23378209377486656,eventuellen
tfidf_Nachricht_zusammenhang,0.2337412420995301,zusammenhang
tfidf_Nachricht_schätzen,0.23351030320124846,schätzen
tfidf_Nachricht_firewalls,0.2327736972136156,firewalls
tfidf_Nachricht_ziele,0.23247167037838798,ziele
tfidf_Nachricht_falsche,0.23213577634744717,falsche
tfidf_Nachricht_konfigurationsänderungen,0.23155911041156196,konfigurationsänderungen
tfidf_Nachricht_verbindung,0.23039053078824046,verbindung
tfidf_Nachricht_übersicht,0.22993875375026676,übersicht
tfidf_Nachricht_plattformen,0.22964198845303616,plattformen
tfidf_Nachricht_wiederholt,0.2291413424854937,wiederholt
tfidf_Nachricht_wende,0.22895588965705066,wende
tfidf_Nachricht_unbefugten,0.22871365826960105,unbefugten
tfidf_Nachricht_pläne,0.22849812090480856,pläne
tfidf_Nachricht_antivirensoftware,0.2278826198064349,antivirensoftware
tfidf_Nachricht_erhöhung,0.22740169935468987,erhöhung
tfidf_Nachricht_nachzufragen,0.22699267556152736,nachzufragen
tfidf_Nachricht_helfen,0.2268823382191188,helfen
tfidf_Nachricht_verantwortlich,0.2258786637817875,verantwortlich
tfidf_Nachricht_netzwerkeinstellungen,0.225824271711851,netzwerkeinstellungen
tfidf_Nachricht_nutzt,0.22510485885002504,nutzt
tfidf_Nachricht_systemaktualisierungen,0.22498008837145608,systemaktualisierungen
tfidf_Nachricht_herangehensweise,0.2239401110539893,herangehensweise
tfidf_Nachricht_it,0.22302911973869774,it
tfidf_Nachricht_integrationsschwierigkeiten,0.2229219554943274,integrationsschwierigkeiten
tfidf_Nachricht_erheblich,0.22292141472021884,erheblich
tfidf_Nachricht_geachte,0.22252145669446655,geachte
tfidf_Nachricht_spss,0.2225013855750876,spss
tfidf_Nachricht_kritischer,0.22249993901131893,kritischer
tfidf_Nachricht_gewinnen,0.22218569753657902,gewinnen
tfidf_Nachricht_anzeigen,0.2218932806576523,anzeigen
tfidf_Nachricht_mithilfe,0.22073167768876703,mithilfe
tfidf_Nachricht_prognosen,0.22001869515081626,prognosen
tfidf_Nachricht_investmentstrategien,0.21997094275674273,investmentstrategien
tfidf_Nachricht_sozialmedienmarketing,0.21867637039118837,sozialmedienmarketing
tfidf_Nachricht_geblieben,0.21840938476439806,geblieben
tfidf_Nachricht_beeinflusst,0.21773154402837644,beeinflusst
tfidf_Nachricht_ausgefallen,0.2175440004053462,ausgefallen
tfidf_Nachricht_bestimmte,0.21746573847595937,bestimmte
tfidf_Nachricht_verfügbar,0.21734741460953166,verfügbar
tfidf_Nachricht_datenbankabfragen,0.2164901769539083,datenbankabfragen
tfidf_Nachricht_marktwachstum,0.21570861515881523,marktwachstum
tfidf_Nachricht_eingehalten,0.21537534137949932,eingehalten
tfidf_Nachricht_erlebte,0.21500287127743012,erlebte
tfidf_Nachricht_verbesserten,0.2149844524719673,verbesserten
tfidf_Nachricht_fähigkeit,0.21485261336283487,fähigkeit
tfidf_Nachricht_erneut,0.21466757576120746,erneut
tfidf_Nachricht_kritisches,0.21374649856185807,kritisches
tfidf_Nachricht_datensicherheit,0.21333068835171573,datensicherheit
tfidf_Nachricht_schulungen,0.21332294779366906,schulungen
tfidf_Nachricht_rahmen,0.21298830550595993,rahmen
tfidf_Nachricht_wohlbehalten,0.21223156378902605,wohlbehalten
tfidf_Nachricht_wegen,0.21182352286809583,wegen
tfidf_Nachricht_ernst,0.2115221257255278,ernst
tfidf_Nachricht_router,0.21147605494945093,router
tfidf_Nachricht_crm,0.2109679177637742,crm
tfidf_Nachricht_umgebungen,0.2105946174079666,umgebungen
tfidf_Nachricht_themen,0.20994987076299093,themen
tfidf_Nachricht_voraussetzungen,0.20987495524055544,voraussetzungen
tfidf_Nachricht_beobachten,0.2098588009754924,beobachten
tfidf_Nachricht_inkompatible,0.20896244940379052,inkompatible
tfidf_Nachricht_einsetzen,0.20773279850851925,einsetzen
tfidf_Nachricht_genaue,0.20714143987666678,genaue
tfidf_Nachricht_erheblichen,0.20712106570405375,erheblichen
tfidf_Nachricht_integrationsoptionen,0.20632368683775984,integrationsoptionen
tfidf_Nachricht_technisches,0.20606007459128933,technisches
tfidf_Nachricht_zahlungsmethoden,0.20573952112765642,zahlungsmethoden
tfidf_Nachricht_ansicht,0.2057289185389236,ansicht
tfidf_Nachricht_stört,0.20572252917137301,stört
tfidf_Nachricht_verdacht,0.20526541322884806,verdacht
tfidf_Nachricht_intensiven,0.2049598647420969,intensiven
tfidf_Nachricht_äußerst,0.20394339451662835,äußerst
tfidf_Nachricht_tagen,0.20389114352409865,tagen
tfidf_Nachricht_kompatibilitätsproblemen,0.20296450559057558,kompatibilitätsproblemen
tfidf_Nachricht_unbefugter,0.2027372253138347,unbefugter
tfidf_Nachricht_erfüllt,0.20267552825657323,erfüllt
tfidf_Nachricht_umsetzung,0.2022248996216011,umsetzung
tfidf_Nachricht_diskussion,0.20159918711815952,diskussion
tfidf_Nachricht_sensible,0.2014793847153294,sensible
tfidf_Nachricht_protokollen,0.2010856638256098,protokollen
tfidf_Nachricht_mehrerer,0.20087111114827758,mehrerer
tfidf_Nachricht_langsame,0.2007381817607411,langsame
tfidf_Nachricht_beklagen,0.2006950135074194,beklagen
tfidf_Nachricht_abrechnungsoptionen,0.2003961155240704,abrechnungsoptionen
tfidf_Nachricht_ablauf,0.19985934351343418,ablauf
tfidf_Nachricht_aufmerksam,0.19946083669197553,aufmerksam
tfidf_Nachricht_wobei,0.19908631556540513,wobei
tfidf_Nachricht_erfolgsgeschichten,0.19884869032075767,erfolgsgeschichten
tfidf_Nachricht_b,0.19865431785459214,b
tfidf_Nachricht_problemfall,0.1983345922603973,problemfall
tfidf_Nachricht_bleibt,0.19798426270663003,bleibt
tfidf_Nachricht_einzuholen,0.1978731130135842,einzuholen
tfidf_Nachricht_drittanbieter,0.19764990486489706,drittanbieter
tfidf_Nachricht_richtlinien,0.19759498663436625,richtlinien
tfidf_Nachricht_betracht,0.19756381199954193,betracht
tfidf_Nachricht_bestehenden,0.19727229751972458,bestehenden
tfidf_Nachricht_empfehlen,0.19724821043369348,empfehlen
tfidf_Nachricht_erfolgreich,0.1970944805551151,erfolgreich
tfidf_Nachricht_systemausfall,0.19653772367776406,systemausfall
tfidf_Nachricht_smartsheet,0.1964553154412397,smartsheet
tfidf_Nachricht_suchen,0.1961245957294276,suchen
tfidf_Nachricht_ansatz,0.19605742234790455,ansatz
tfidf_Nachricht_optimiert,0.19544279400280173,optimiert
tfidf_Nachricht_dringendes,0.19527648099032194,dringendes
tfidf_Nachricht_markenwachstumsstrategien,0.19493964788845916,markenwachstumsstrategien
tfidf_Nachricht_funktionieren,0.19484852439602127,funktionieren
tfidf_Nachricht_handeln,0.19466221389547445,handeln
tfidf_Nachricht_kürzlichen,0.19412915928057203,kürzlichen
tfidf_Nachricht_website,0.19373094294764662,website
tfidf_Nachricht_informiertere,0.19329985121875223,informiertere
tfidf_Nachricht_systems,0.19327545188023124,systems
tfidf_Nachricht_verschlüsselungsmethoden,0.19312860307168075,verschlüsselungsmethoden
tfidf_Nachricht_entscheidung,0.19260880603153235,entscheidung
tfidf_Nachricht_treten,0.1920944308459053,treten
tfidf_Nachricht_unvorhergesehene,0.19183137906956654,unvorhergesehene
tfidf_Nachricht_verstöße,0.19179274409463307,verstöße
tfidf_Nachricht_entwicklungen,0.19159427728613218,entwicklungen
tfidf_Nachricht_sichere,0.19150897897567995,sichere
tfidf_Nachricht_best,0.1913487675810607,best
tfidf_Nachricht_quickbooks,0.19089054484223605,quickbooks
tfidf_Nachricht_bedrohung,0.19082067331506913,bedrohung
tfidf_Nachricht_fundiertere,0.19038140831453756,fundiertere
tfidf_Nachricht_kompromittiert,0.19025300825412217,kompromittiert
tfidf_Nachricht_betrieb,0.19009218652170545,betrieb
tfidf_Nachricht_finanzinstitut,0.1895350123730786,finanzinstitut
tfidf_Nachricht_diagnose,0.18937108908309438,diagnose
tfidf_Nachricht_plänen,0.1886659819665447,plänen
tfidf_Nachricht_große,0.18795033472305023,große
tfidf_Nachricht_datenanalysefähigkeiten,0.18794527092330007,datenanalysefähigkeiten
tfidf_Nachricht_maximieren,0.18729890455186216,maximieren
tfidf_Nachricht_optimierte,0.18704929384677324,optimierte
tfidf_Nachricht_bestimmen,0.1869195215644868,bestimmen
tfidf_Nachricht_effizient,0.18691723740486305,effizient
tfidf_Nachricht_neuer,0.18683830889875663,neuer
tfidf_Nachricht_schäden,0.18644948756409577,schäden
tfidf_Nachricht_salesforce,0.18624775100762492,salesforce
tfidf_Nachricht_datenverlust,0.18616240342139373,datenverlust
tfidf_Nachricht_datenvisualisierung,0.18604946429973027,datenvisualisierung
tfidf_Nachricht_schätze,0.18551010211090885,schätze
tfidf_Nachricht_sicherheitsproblem,0.18458674566611444,sicherheitsproblem
tfidf_Nachricht_datensysteme,0.1844119978896315,datensysteme
tfidf_Nachricht_pytorch,0.184336519876495,pytorch
tfidf_Nachricht_vorliegen,0.1840607884198694,vorliegen
tfidf_Nachricht_unterschiede,0.18346995699651847,unterschiede
tfidf_Nachricht_abläufe,0.18340990294571988,abläufe
tfidf_Nachricht_kosten,0.18338147284788306,kosten
tfidf_Nachricht_analyse,0.18315812947097487,analyse
tfidf_Nachricht_iso,0.18298563227358317,iso
tfidf_Nachricht_steigerung,0.18252774671559394,steigerung
tfidf_Nachricht_unzureichende,0.18237393613112363,unzureichende
tfidf_Nachricht_geht,0.18155575687469444,geht
tfidf_Nachricht_verbindungsproblemen,0.1806794231506583,verbindungsproblemen
tfidf_Nachricht_vorgehensweisen,0.18011704613771645,vorgehensweisen
tfidf_Nachricht_anforderung,0.18005621266027175,anforderung
tfidf_Nachricht_integrationsfehler,0.18004723469518466,integrationsfehler
tfidf_Nachricht_stürzt,0.17990240597699994,stürzt
tfidf_Nachricht_bereitgestellten,0.17980247268825497,bereitgestellten
tfidf_Nachricht_genutzt,0.17968598569840288,genutzt
tfidf_Nachricht_norton,0.17942169024257687,norton
tfidf_Nachricht_verfassen,0.17938277706971895,verfassen
tfidf_Nachricht_bedrohungen,0.17903904563460765,bedrohungen
tfidf_Nachricht_ladezeiten,0.1782196789129239,ladezeiten
tfidf_Nachricht_potenzieller,0.17821947744270256,potenzieller
tfidf_Nachricht_finanzielle,0.17819295389360287,finanzielle
tfidf_Nachricht_zurücksetzen,0.17806998830161763,zurücksetzen
tfidf_Nachricht_inhaltserschaffung,0.17752788334874367,inhaltserschaffung
tfidf_Nachricht_datenspeicherung,0.1770189780991641,datenspeicherung
tfidf_Nachricht_technologien,0.17700964547606374,technologien
tfidf_Nachricht_wiederherstellung,0.17694205471085092,wiederherstellung
tfidf_Nachricht_inklusive,0.17693818935185493,inklusive
tfidf_Nachricht_datensperre,0.17679179131384734,datensperre
tfidf_Nachricht_krankenhaus,0.17668607725798757,krankenhaus
tfidf_Nachricht_gefährden,0.17637761384477108,gefährden
tfidf_Nachricht_ineffektive,0.17622249526093856,ineffektive
tfidf_Nachricht_algorithmus,0.17614622463520754,algorithmus
tfidf_Nachricht_gebracht,0.17468280147929408,gebracht
tfidf_Nachricht_vorschläge,0.17466747526567086,vorschläge
tfidf_Nachricht_intermittierende,0.1745930494261347,intermittierende
tfidf_Nachricht_tensorflow,0.17440837983500979,tensorflow
tfidf_Nachricht_vorgehen,0.17415877824655787,vorgehen
tfidf_Nachricht_potenzial,0.17404843864639952,potenzial
tfidf_Nachricht_glatte,0.17326208017311864,glatte
tfidf_Nachricht_hohe,0.173163440287472,hohe
tfidf_Nachricht_sporadische,0.17297671239971876,sporadische
tfidf_Nachricht_sollten,0.1727718769910884,sollten
tfidf_Nachricht_benutzererfahrung,0.17245601389338663,benutzererfahrung
tfidf_Nachricht_ansätzen,0.17228926514452064,ansätzen
tfidf_Nachricht_unautorisierter,0.17217913921418881,unautorisierter
tfidf_Nachricht_senkung,0.17217117325474665,senkung
tfidf_Nachricht_marketingstrategie,0.1715504292382809,marketingstrategie
tfidf_Nachricht_effektiver,0.17149806823076363,effektiver
tfidf_Nachricht_zahlungsplänen,0.17120777947677762,zahlungsplänen
tfidf_Nachricht_hervorzuheben,0.17098410381810936,hervorzuheben
tfidf_Nachricht_unautorisierten,0.1703995037517302,unautorisierten
tfidf_Nachricht_microsoft,0.17032190347436257,microsoft
tfidf_Nachricht_notwendigkeit,0.16973272764574995,notwendigkeit
tfidf_Nachricht_vertrauen,0.16947032180521784,vertrauen
tfidf_Nachricht_organisation,0.1692179653372159,organisation
tfidf_Nachricht_problembehandlung,0.16919026821778152,problembehandlung
tfidf_Nachricht_aktivitäten,0.1690194361146132,aktivitäten
tfidf_Nachricht_algorithmen,0.1689309625162168,algorithmen
tfidf_Nachricht_fehlerhafte,0.1688481097712404,fehlerhafte
tfidf_Nachricht_vorgenommen,0.16880528014203286,vorgenommen
tfidf_Nachricht_strategie,0.16801046731650104,strategie
tfidf_Nachricht_antivirus,0.1679818159539111,antivirus
tfidf_Nachricht_markensichtbarkeit,0.16793223031615775,markensichtbarkeit
tfidf_Nachricht_robusten,0.16792265566802508,robusten
tfidf_Nachricht_notwendig,0.16735449819467746,notwendig
tfidf_Nachricht_reibungslose,0.16640096249434377,reibungslose
tfidf_Nachricht_synchronisierung,0.1656498800768927,synchronisierung
tfidf_Nachricht_durchzuführen,0.16560335017157643,durchzuführen
tfidf_Nachricht_projekt,0.16521806382775323,projekt
tfidf_Nachricht_erläutern,0.16515923440862126,erläutern
tfidf_Nachricht_verzögert,0.16510823208879652,verzögert
tfidf_Nachricht_essenziell,0.1650026683297092,essenziell
tfidf_Nachricht_serverkapazität,0.16465220536546896,serverkapazität
tfidf_Nachricht_bestätigt,0.16422277427882137,bestätigt
tfidf_Nachricht_langsamen,0.16370411155556394,langsamen
tfidf_Nachricht_neue,0.16325578007479924,neue
tfidf_Nachricht_datenverarbeitung,0.1631981034358017,datenverarbeitung
tfidf_Nachricht_aktuell,0.16301421638089392,aktuell
tfidf_Nachricht_navigation,0.16288789628502623,navigation
tfidf_Nachricht_markengröße,0.16224475015577183,markengröße
tfidf_Nachricht_häufig,0.16205804609653204,häufig
tfidf_Nachricht_erreichung,0.1620228390828746,erreichung
tfidf_Nachricht_diskutieren,0.16174258906460728,diskutieren
tfidf_Nachricht_fehlermeldung,0.16168142645202235,fehlermeldung
tfidf_Nachricht_unsicher,0.16159187983497786,unsicher
tfidf_Nachricht_vorgaben,0.1613722891178411,vorgaben
tfidf_Nachricht_nahtlos,0.16136156256829134,nahtlos
