,web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,Unnamed: 9
890,1582057053-3532,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Jan Glöe,Zum Sport nicht zu gebrauchen,27. September 2018,"Der Sound ist ganz ok und die Kopfhörer sitzen auch sehr gut und angenehm im Ohr. Leider sind sie zum Sport völlig ungebrauchbar, da der Stecker nicht gut fest sitzt im Handy (habe zwei verschiedene Handy's ausgetestet) und sich bei jeder Art vom Bewegung sofort löst. Da ich die Kopfhörer meist zum Joggen etc. nutzen will, kann ich diese leider nicht gebrauchen.","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews,
891,1582057053-3533,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Lydia Schmitz,Nicht zufrieden,2. April 2017,"Hier gebe ich einzig und allein für den Sound einen Stern. Ich habe mir die Kopfhörer nun zum zweiten Mal bestellt da der Sound dürfen Preis echt gut ist aber die Qualität lässt definitiv zu wünschen übrig. Bei beiden Malen ist mir ein Kopfhörer auseinander gegangen, so dass ich das Innere, also die Kabel sehen konnte. Habe es versucht mit einer Heißklebepistole zu retten aber das hält auch nur max. einen Tag. Enttäuschend.","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews,
892,1582057026-3502,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,ILO,Naja..,11. Mai 2019,"Anhand der Rezessionen hatte ich einen super Klang erwartet, zu einem äußerst günstigen Preis. Der Klang der Kopfhörer ist aber vom Gefühl nicht besonders linear, da klingen die Standart Kopfhörer die bei den Sam... Handys beiliegen wesentlich besser. Ich hätte mir das Geld sparen sollen","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews,
893,1582057029-3513,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Mr Spock,Buy the one with integrated microphone ^^,12. Februar 2019,"The first pair had a defective contact, it was replaced without a hassle.
Sadly, the second one isn't any better ( no defective contact, but just the worst possible quality one can imagine)

All in all the product line with the integrated microphone is far better and it fits fairly well into the ears and even blocks some souroundig noise.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews,
894,1582057053-3536,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Jemand,Panasonic RP-HJE125E-K In-Ear-Kopfhörer schwarz,1. September 2016,"Eigendlich würde ich 5 Sterne für dieses Preisleistungsverhältnis geben, aber...

Qualität absolut in Ordnung, kein Kiddiebass aber gute Tiefen, und keine schrillen höhen. Tonqualität also super.
Leider ist nach 8 Monaten normalen Tragens und keiner besonderen Belastung am linken Ohrteil der In-ear-aufsatz aus dem Plastik gefallen, sodass die Elektrik heraus kam.

Eben reklamiert und den gleichen wieder bestellt, da die Qualität ansonsten in Ordnung ist.","3,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews,
895,1582057015-3464,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,C. Vowinkel,Sehr schlecht,27. Juli 2018,Sind nach 1 Woche Benutzung kaputt gegangen. Erst ein Wackelkontakt und ein paar Minuten später geht nurnoch eine Seite. Ich kann diese Kopfhörer nicht empfehlen. Schlechte Verarbeitung.,"1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews,
896,1582057029-3509,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Stefan Müller,"Unbequem, schlechter Sound",28. Juni 2019,"Der Sound ist gerade noch erträglich, die Handhabung ätzend. Werde ich nie wieder kaufen.
Die Hausmarke von dm ist besser vom Sound und angenehmer zu tragen für den gleichen Preis.","3,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews,
897,1582057026-3499,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Tobias,Wackelkontakt,20. November 2018,"Bei der kleinsten Bewegung lockert sich der Stecker und man hat entweder nur Monoton oder gar keinen. Passiert alle paar Sekunden, extrem nervig. Daher leider nicht zu gebrauchen.

Tonqualität ist entsprechend dem Preis in Ordnung.","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews,
898,1582057018-3475,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Christoph M.,Für den Preis ist der Klang super,13. Februar 2016,"Klanglich finde ich die In-Ears nicht schlecht. Sie geben den Ton nach meinem empfinden so wieder, wie ich es erwarten würde. Nicht zu hoch und nicht zu tief (hatte da schon andere In-Ears gehabt).

Was ich auch toll finde, ist die Bauform, denn so kann man schnell rausfinden, welcher Stöpsel für welches Ohr gedacht ist.

Kommen wir nun zu meinen Kritik Punkten.
Leider schirmen die Kopfhörer kaum ab. Man nimmt die Außenwelt immer noch stark war, auch wenn man auf mittlerer Lautstärke hört. Auch das abschotten in die andere Richtung, um seine Mitmenschen nicht zu stören, ist leider auch nicht gegeben.
Bei Bewegung werden Kabelgeräusche direkt auf die Kopfhörer übertragen. Es ist nicht so, das das komplette Signal (Sound) unter geht, aber man kann es deutlich hören.
Schön wäre es auch gewesen, wenn das Kabel mehr Reibung hätte. So hätte es mehr Haftung an der Kleidung und würde eventuell die Bewegungen nicht so stark übertragen, wenn man dem Kabel (zum Kopf hin) ein bisschen Spiel gibt.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews,
899,1582057010-3440,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Binabi,Nach 6 Monaten linke Seite defekt,4. Januar 2020,"Anfänglich war ich begeistert, aber jetzt, nach 6 Monaten, funktioniert schon die linke Seite nicht mehr richtig. Ich habe die Kopfhörer im Sommer öfters benutzt, im Herbst gar nicht und jetzt 3-4 mal. Die linke Seite ist auf einmal viel leiser. Auch nach Reinigung der Stöpsel und Verwendung auf anderen Geräten keine Veränderung. Liegt also eindeutig an den Kopfhörer. Naja, für den Preis ist vielleicht auch nichts anderes zu erwarten.","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews,
900,1582057010-3445,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Edmond Dantes,Gute Ersatzkopfhörer,12. Februar 2018,"Da meine Kopfhörer den Geist aufgegeben haben und ich zur Zeit auf ein gutes Angebot warte, habe ich den Tipp eines Kollegen gehört und die
Panasonic RP-HJE125 als Übergangslösung gekauft.

Die Verarbeitung erinnert eher an Kopfhörer, die es damals als Beilage zu Walkmans oder portablen CD Playern gab. Die Kabel wirken so, als wären sie nur einige Tage vom ersten Kabelbruch entfernt. In der Tasche bildet sich schnell ein Kabelsalat und das extrem geringe Gewicht kann zwar als Pluspunkt gesehen werden, für mich trägt das Ganze allerdings nur zum insgesamt sehr fragilen Eindruck bei.
Der Klang hat mich dann doch etwas positiv überrascht, man bekommt hier natürlich nichts zum dahin schmelzen, aber es wirkt nicht übersteuert und man vergisst, trotz des eher geringen Tragekomforts, schnell, dass man Kopfhörer im Ohr hat, die aus dem Kaugummi-Automat stammen könnten.

+ Preis
•  Klang
-  Verarbeitung

Fazit: Wer günstige Kopfhörer will, die für wenig Geld einen passablen Sound bieten und gleichzeitig damit Leben kann keinen Schnickschnack  und keine sonderlich gute Verarbeitung vorzufinden, der wird mit den Panasonic RP-HJE125 zufrieden sein.
Ich halte sie ideal für wirklich kleine Budgets, als Übergangslösung oder zur Benutzung für Leute, die dazu neigen ihre Kopfhörer zu verlieren.","3,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews,
901,1582057010-3442,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Nox,"Klang OK, leider schnell defekt",21. September 2019,"....was will man für 8€ erwarten? Meine Sony in-ears haben nach rund 3 Jahren mit Kabelbruch den Geist aufgegeben, die waren damals sehr teuer, hatten aber eine tolle Klangqualität und Umgebungsgeräusche super abgeschirmt. Würden ausschließlich beim Sport (laufen, Studio) genutzt.

Diese Kopfhörer hier wurden direkt mit beginnenden Kabelbruch geliefert, je nach Situation / Bewegung fällt die rechte Seite aus. Der Aufwand für die Retoure ist mir die 8€ nicht wert.

Ironischerweise ist die Klangqualität besser als bei allen ""in-ear"" Bluetooth-Kopfhöreren, welche ich bis jetzt gestet habe und da waren teils 200€ Geräte namenhafter Hersteller dabei. Schade, das die Hersteller es nicht schaffen, endlich vernünftige in-ear Bluetooth Kopfhörer auf den Markt zu bringen.

So werde ich dann wohl doch wieder 50€+ für vernünftige kabelgebundene Kopfhörer ausgeben müssen. Ein Versuch war's wert.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews,
902,1582057018-3472,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Nina und Familie,Hält nicht mal 6 Monate durch,31. Januar 2019,"Ein sehr guter Kopfhörer wenn es um den Klang geht. Schöne Bässe, saubere einfach super. Passt gut. Schade dass ich den Kopfhörer vor Ablauf von 6 Monaten immer wieder zurückgeben mussze, da eine Seite plötzlich ausfiel. Habe den Kopfhörer schon drei Mal tauschen bzw. zurückgeben müssen. Den Kaufbetrag habe ich per Gutschrift erhalten und wieder einen neuen gekauft . Schade","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews,
903,1582057013-3451,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Mario G,leider nicht nochmal,19. November 2019,"An sich sind es gute ein Ear Kopfhörer,vorallem für den Preis ....eine Sache gibt es allerdings welche mich vom erneuten Kauf abhällt .Die Kopfhörer sind leider an beider Ohrsteckern (nicht an den Gummiteilen ,sondern dem Plastikring welches man in die Ohrmuschel hängt ) scharfkantig geschnitten...was bei mir auf Dauer zu Verletzungen und Rötungen geführt hat .Diese machte ein tragen auf Dauer ziemlich schmerzhaft und fast unmöglich.Gunmöglich.Gut möglich das dies einfach am Design liegt und anders nicht produziert werden kann ,oder ich habe ein Montagsmodel ...habe dies aber schon öfter hier in den Rezensionen gelesen","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews,
904,1582057018-3471,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,M. Z.,"Meistens gut, aber man kann auch Pech haben (war bei mir bei ""Mundo Elektro"" der Fall)",21. Januar 2020,"Haben mir bis jetzt immer sehr gut gefallen. Die Tonqualität ist für den Preis mehr als in Ordnung. Ich habe 3-5 dieser Kopfhörer gekauft. Leider habe ich beim letzten mal ein Gerät erhalten, welches einen Wackelkontakt bereits beim ersten mal benutzen hatte (Bei Mundo Elektro gekauft). Ich überlege daher es zurückzuschicken. Bei ""EbuyerExpress"" hat die Ware immer gestimmt und dort würde ich 4 oder 5 Sterne geben.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews,
905,1582057015-3463,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Amazon Kunde,Kabelbruch nach der 4. Nutzung,19. Juni 2017,"Ich war mit den Kopfhörern auf Anhieb sehr zufrieden. Ich benutze sie zum joggen und sie halten optimal im Ohr und bieten guten Sound (für den Preis).
Leider gibt es nun schon nach der 4. Nutzung (insgesamt weniger als 4 Stunden in Betrieb) einen Wackelkontakt bzw. vermutlich einen Kabelbruch kurz hinter dem Stecker. Ich habe sie ordentlich gelagert und nicht geknickt oder ähnliches. Sie waren auch keiner starken Belastung ausgesetzt.
Dass ich keine herausragende Qualität erwarten kann, war mir klar, aber dass die Kopfhörer schon nach so kurzer Zeit kaputtgehen, enttäuscht mich sehr!!!","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews,
906,1582057010-3439,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Renatus,preiswert mit schwächen,30. April 2018,"ok was erwartet man für einen Teil für deutlich unter 10 €?
Der Klang: Ist in dieser Preisklasse gut um nicht zu sagender gut. Klingt nicht blechern oder billig
Optik: Find ich gut und witzig
Verarbeitung: Man sollte schon achtsam damit umgehen sonst schnell Kabel oder anderer Bruch (daher nur 3 Sterne)
Bei mir hat er es eine Flugreise leider nicht überstanden, da war die mechanische Belastung wohl z gross, trotz zuVor 6 Monate guter Funktion","3,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews,
907,1582057013-3452,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,M. Zettl,Mittelmäßig bis schlechte Kopfhörer,10. Oktober 2019,"Soundqualität leider nicht so toll wie erwartet. Irgendwie stumpf.

Dazu kommt, dass die Kopfhörer schon nach 2-3 Mal benutzen einen Wackelkontakt hatten. Aus hygienischen Gründen habe ich von einer Rücksendung abgesehen.

Würde sie kein zweites Mal kaufen und auch nicht weiter empfehlen.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews,
908,1582057013-3457,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Lisa,Montagsprodukt?,23. Januar 2018,"Habe die Kopfhörer gekauft, weil meine alten den Geist aufgegeben haben und ich nur welche für daheim brauchte, da ich für draußen Over-Ears nutze. Nun, die Verpackung war gut, die Kopfhörer ordentlich verpackt und es kamen noch zwei weitere Aufsätze für die Ohren mit - soweit so gut. Leider haben diese Kopfhörer schon jetzt einen Wackelkontakt, sodass das Musikhören keinen sehr großen Spaß macht. Scheinbar habe ich ein Montagsprodukt erwischt, werde sie denke ich trotzdem noch bis sie komplett kaputt sind weiter nutzen. Sind ja nur für daheim. ;)","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews,
909,1582057013-3449,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Bolek Wozniak,2 Wochen Lebensdauer.,30. Juli 2019,"Natürlich habe ich bei 6 Euro nicht zuviel erwartet, aber da das Produkt nicht als ""Lebensdauer unter einem Monat"" angeboten wird, verdient es schon seine 1/5 Sterne.

Es ist gut um 2 Wochen zu überbrücken bis die richtigen Kopfhörer ankommen. Dementsprechend dann lieber 20 Euro ausgeben, für Kopfhörer, die auch mal ein Jahr halten und nicht nach 1 Woche schwächeln, nach zwei Wochen nur noch auf einer Seite Ton haben und dann nach 3 Wochen entgültig den Geist aufgeben.

Die Kopfhörer wurden nicht wahllos umhergeschmissen und auch nicht von einem Stuhl überrollt, ihre Lebenslust haben sie schon von alleine verloren.

Wer billige Kopfhörer sucht, sollte 4 mal soviel investieren für Kopfhörer die 20 mal solange halten. Wer an den falschen Sachen spart, zahlt doppelt, oder mehr, wie man hier sieht.","1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews,
910,1582057020-3479,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Lauantai,Naja,23. Dezember 2018,"Für den Preis darf man nicht viel erwarten. Ich hab es bestellt, um Musik über das Handy zu hören, nun ja...funktioniert nicht. Ich höre gar nichts. Auf dem MP3 Player funktioniert es aber, nur blöd, dass ich den nicht mehr nutze. Hab mir neue einer anderen Marke im Elektromarkt geholt.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=critical&pageNumber=6&reviewerType=all_reviews,
911,1582057053-3538,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Alexander Corvinus,Kunstoff - Kabel hat sich gelöst (!),7. Mai 2017,Die Haltbarkeit ear nich von langer Dauer. Die Kopfhörer Kabel zu den Ohrsteckern sind wirklich dünn ausgeführt. Ich kann die Kopfhörer nicht Empfehlen.  Haben trotz seltenem Gebrauch kein Jahr durchgehalten.,"1,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews,
912,1582057029-3515,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Janina Jänicke,"Gut, aber...",2. Oktober 2017,"An sich sind diese Kopfhörer gut. Sie sind bequem und der Sound wird gut wiedergegeben. Allerdings gehen diese Kopfhörer schnell kaputt und dabei gehe ich sorgfältig damit um. Meine erste Bestellung war im Dezember 2016, die zweite im April 2017 und nun sind sie wieder kaputt. Die Hörer brechen einfach ab.

Schade, dass man das Vorgänger-Modell über Amazon nicht mehr erwerben kann. Das hielt jahrelang, ohne kaputt zu gehen.","2,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews,
913,1582057026-3505,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_viewpnt_rgt?ie=UTF8&reviewerType=all_reviews&filterByStar=critical&pageNumber=1,Daniel D,Laut und Höhen und Bass betont,9. November 2018,"Es kann gut sein das dem einen oder dem anderen das Klangbild gefällt. Die Kopfhörer sind sehr Bass und Höhen betont, das klangbild ist dynamisch allerdings kliren und differenzieren die  in den höhen sehr wenig und der bass ist nicht kontrolliert. Im vergleich zu den von samsung s9 klingen die viel lauter allerdings mit den oben aufgezählten Schwächen. Die akg von s9 sind um Welten besser für die die auf korekte wiedergabe stehen, dind auch zwar sehr begrenzt aber man kann die neutral nenne.","3,0 von 5 Sternen",Weiter→,https://www.amazon.de/Panasonic-RP-HJE125E-K-Ohr-Kopfh%C3%B6rer-Pass-St%C3%BCcke-10-24-000/product-reviews/B00CBU0IV8/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews,
